,book
8941,20803962
8942,20819682
8943,20819685
8944,20820994
8945,20820995
8946,20821043
8947,20821087
8948,20821111
8949,20821159
8950,20821249
8951,20821284
8952,20821299
8953,20821376
8954,20821614
8955,20829994
8956,20871704
8957,20874139
8958,20878809
8959,20881071
8960,20883847
8961,20886354
8962,20890479
8963,20893314
8964,20897517
8965,20898019
8966,20910157
8967,20912424
8968,20926278
8969,20958632
8970,20980373
8971,20980959
8972,20980987
8973,20983362
8974,21064599
8975,21086818
8976,21094993
8977,21104828
8978,21219083
8979,21393526
8980,21400356
8981,21411058
8982,21411887
8983,21412202
8984,21412360
8985,21412400
8986,21412673
8987,21413662
8988,21414439
8989,21416690
8990,21418013
8991,21418017
8992,21423525
8993,21433251
8994,21437200
8995,21457243
8996,21473305
8997,21480734
8998,21483760
8999,21489683
9000,21518647
9001,21518679
9002,21530229
9003,21531503
9004,21535019
9005,21535271
9006,21535784
9007,21569527
9008,21795430
9009,21843117
9010,21844019
9011,21849362
9012,21853621
9013,21853628
9014,21853633
9015,21853645
9016,21856367
9017,21857294
9018,21874813
9019,21913812
9020,21936809
9021,21943246
9022,21956060
9023,21965107
9024,21969786
9025,21981841
9026,22009741
9027,22020052
9028,22021611
9029,22027055
9030,22027459
9031,22040598
9032,22054340
9033,22055262
9034,22055280
9035,22055283
9036,22062202
9037,22131009
9038,22151696
9039,22237161
9040,22296542
9041,22299763
9042,22318578
9043,22319275
9044,22341276
9045,22367526
9046,22381326
9047,22381892
9048,22402972
9049,22428828
9050,22431039
9051,22443261
9052,22450859
9053,22453035
9054,22454958
9055,22457201
9056,22465597
9057,22471294
9058,22489107
9059,22501028
9060,22504701
9061,22510983
9062,22522202
9063,22522805
9064,22522808
9065,22535533
9066,22540125
9067,22543496
9068,22544024
9069,22544764
9070,22551730
9071,22551743
9072,22551809
9073,22554204
9074,22557272
9075,22557520
9076,22571275
9077,22571540
9078,22571552
9079,22571612
9080,22571696
9081,22571699
9082,22608582
9083,22609080
9084,22609310
9085,22609317
9086,22609391
9087,22609522
9088,22611920
9089,22635858
9090,22642472
9091,22669832
9092,22674105
9093,22674493
9094,22693182
9095,22693211
9096,22693222
9097,22693231
9098,22698568
9099,22716194
9100,22716447
9101,22717015
9102,22725443
9103,22733729
9104,22738563
9105,22744701
9106,22749539
9107,22749750
9108,22749994
9109,22816087
9110,22822858
9111,22836957
9112,22840421
9113,22843341
9114,22857396
9115,22875451
9116,22886113
9117,22886612
9118,22886868
9119,22889767
9120,22892122
9121,22895264
9122,22910900
9123,22914448
9124,22915460
9125,22918050
9126,22923997
9127,22929741
9128,22934446
9129,23009402
9130,23012475
9131,23013953
9132,23014603
9133,23014670
9134,23017947
9135,23019294
9136,23093359
9137,23093367
9138,23122175
9139,23125266
9140,23128304
9141,23129410
9142,23153154
9143,23156040
9144,23157777
9145,23158207
9146,23164927
9147,23164983
9148,23168277
9149,23168817
9150,23174274
9151,23197269
9152,23207027
9153,23208397
9154,23209924
9155,23209927
9156,23209971
9157,23212667
9158,23215469
9159,23245587
9160,23252517
9161,23278537
9162,23281640
9163,23281906
9164,23287179
9165,23289469
9166,23299512
9167,23301545
9168,23305614
9169,23308084
9170,23317538
9171,23341607
9172,23341855
9173,23341862
9174,23341894
9175,23346377
9176,23346719
9177,23346918
9178,23355069
9179,23355896
9180,23357188
9181,23363874
9182,23363928
9183,23395680
9184,23398625
9185,23398806
9186,23398961
9187,23399022
9188,23437156
9189,23453099
9190,23453112
9191,23460830
9192,23485372
9193,23492288
9194,23492613
9195,23492661
9196,23492673
9197,23492741
9198,23503361
9199,23507745
9200,23512999
9201,23513349
9202,23533039
9203,23545800
9204,23553419
9205,23566909
9206,23569783
9207,23587984
9208,23602473
9209,23602504
9210,23602561
9211,23602562
9212,23604559
9213,23638955
9214,23647129
9215,23664710
9216,23675858
9217,23692271
9218,23705512
9219,23714532
9220,23714544
9221,23717678
9222,23719378
9223,23719479
9224,23731881
9225,23734628
9226,23743603
9227,23745132
9228,23745189
9229,23746004
9230,23751850
9231,23754479
9232,23766634
9233,23844390
9234,23846013
9235,23848559
9236,23899174
9237,23929479
9238,23995231
9239,24019187
9240,24040551
9241,24044596
9242,24120519
9243,24189224
9244,24228353
9245,24378015
9246,24388326
9247,24396884
9248,24422492
9249,24445517
9250,24452249
9251,24453082
9252,24465724
9253,24473763
9254,24480276
9255,24488476
9256,24499258
9257,24504274
9258,24529123
9259,24586590
9260,24611425
9261,24611454
9262,24612118
9263,24612624
9264,24631990
9265,24728470
9266,24817626
9267,24820165
9268,24876258
9269,24902492
9270,24903031
9271,24903919
9272,24911006
9273,24920901
9274,24934065
9275,24937499
9276,24940998
9277,24950845
9278,24961498
9279,25005214
9280,25010281
9281,25041504
9282,25056528
9283,25065522
9284,25065629
9285,25066591
9286,25066991
9287,25067046
9288,25074850
9289,25106926
9290,25111004
9291,25114548
9292,25131600
9293,25142924
9294,25152052
9295,25153134
9296,25205422
9297,25241477
9298,25242224
9299,25251757
9300,25279165
9301,25293695
9302,25332115
9303,25337081
9304,25372801
9305,25387202
9306,25387351
9307,25422234
9308,25430584
9309,25451555
9310,25451852
9311,25454883
9312,25489012
9313,25489025
9314,25489625
9315,25494343
9316,25507925
9317,25526965
9318,25527908
9319,25558608
9320,25564446
9321,25564665
9322,25573977
9323,25574782
9324,25613617
9325,25614492
9326,25614984
9327,25624089
9328,25644437
9329,25644601
9330,25663717
9331,25663888
9332,25664459
9333,25666046
9334,25671827
9335,25689074
9336,25690958
9337,25711641
9338,25733983
9339,25733990
9340,25734248
9341,25735012
9342,25772000
9343,25776122
9344,25776210
9345,25781157
9346,25802884
9347,25809756
9348,25813921
9349,25814512
9350,25816688
9351,25817162
9352,25817493
9353,25817528
9354,25817531
9355,25828204
9356,25837341
9357,25852784
9358,25852870
9359,25855506
9360,25877663
9361,25883848
9362,25893582
9363,25893693
9364,25893709
9365,25899336
9366,25912358
9367,25953369
9368,26025580
9369,26025989
9370,26072609
9371,26074181
9372,26109394
9373,26114135
9374,26114516
9375,26116430
9376,26131641
9377,26154406
9378,26192467
9379,26192646
9380,26200563
9381,26214866
9382,26224667
9383,26228034
9384,26236956
9385,26245850
9386,26245853
9387,26247008
9388,26252659
9389,26252859
9390,26583370
9391,26721568
9392,26722820
9393,26771521
9394,26827675
9395,26891429
9396,26893819
9397,27070127
9398,27071490
9399,27083865
9400,27152124
9401,27161156
9402,27170141
9403,27207654
9404,27209407
9405,27209486
9406,27213121
9407,27213163
9408,27220736
9409,27239265
9410,27252717
9411,27276262
9412,27362503
9413,27401883
9414,27406436
9415,27406704
9416,27419654
9417,27821486
9418,27824826
9419,27833670
9420,27864391
9421,27883214
9422,27904311
9423,28016509
9424,28077464
9425,28187230
9426,28204534
9427,28214365
9428,28220985
9429,28233082
9430,28251002
9431,28257707
9432,28260587
9433,28262024
9434,28390369
9435,28449257
9436,28449270
9437,28477789
9438,28587957
9439,28678119
9440,28686830
9441,28686840
9442,28698036
9443,28763485
9444,28802599
9445,28815371
9446,28815474
9447,28862528
9448,28959148
9449,28965131
9450,29008738
9451,29056083
9452,29072594
9453,29103028
9454,29104680
9455,29154543
9456,29236299
9457,29340182
9458,29354916
9459,29367958
9460,29405093
9461,29430012
9462,29430013
9463,29430788
9464,29437949
9465,29519514
9466,29519517
9467,29610595
9468,29632984
9469,29639736
9470,29780253
9471,29868610
9472,29906980
9473,29975458
9474,29981261
9475,29991719
9476,30002998
9477,30008702
9478,30065028
9479,30226723
9480,30253700
9481,30253864
9482,30314465
9483,30364931
9484,30555488
9485,30831912
9486,30839185
9487,31140847
9488,31176886
9489,31194270
9490,31538614
9491,31538635
9492,31538647
9493,31845516
9494,32075671
9495,33288638
